163.485	1525635281	295395
305.63	1525635284	519379
425.648	1525635288	731647
211.7	1525635294	378854
467.884	1525635297	798569
182.801	1525635303	328757
513.176	1525635306	871674
101.384	1525635312	188908
83.5937	1525635314	156808
86.025	1525635316	161972
462.654	1525635318	792138
141.963	1525635324	259358
455.835	1525635326	782633
379.464	1525635332	655488
317.736	1525635337	550219
82.0907	1525635341	152525
458.652	1525635343	773030
32.5347	1525635349	64707
428.523	1525635350	735214
284.597	1525635355	498489
228.568	1525635359	406903
394.715	1525635363	680609
442.898	1525635368	757852
216.691	1525635373	386980
153.295	1525635377	278012
335.003	1525635379	581974
226.638	1525635384	404012
103.385	1525635387	192566
328.019	1525635389	567651
313.468	1525635394	546207
54.5367	1525635398	104743
311.854	1525635399	542718
44.0107	1525635404	85571
204.915	1525635405	366667
236.7	1525635408	420362
1.58433	1525635412	3847
211.836	1525635413	378117
180.658	1525635416	326059
352.93	1525635419	609761
574.248	1525635424	966035
84.96	1525635430	159448
295.556	1525635432	517102
52.41	1525635436	101551
26.251	1525635438	52058
134.913	1525635439	239424
156.98	1525635442	283859
592.758	1525635444	996388
222.564	1525635451	397533
401.935	1525635455	690856
431.123	1525635460	739345
99.893	1525635465	186366
368.378	1525635467	635467
349.521	1525635472	605803
35.771	1525635477	70541
161.86	1525635478	291753
41.8857	1525635481	81618
73.3433	1525635482	139062
391.04	1525635484	674304
236.431	1525635489	419399
31.2623	1525635493	61671
594.69	1525635494	994494
87.733	1525635501	165004
407.106	1525635503	699572
51.5677	1525635508	100136
352.257	1525635510	609099
406.217	1525635514	697256
420.008	1525635520	722584
317.898	1525635525	552935
183.313	1525635529	330403
173.629	1525635532	312524
127.334	1525635535	233405
277.62	1525635537	487004
504.363	1525635541	857474
80.051	1525635547	151037
496.472	1525635549	845165
70.793	1525635555	134706
94.1763	1525635557	176085
543.2	1525635559	919097
181.053	1525635565	324092
268.068	1525635568	471325
83.2163	1525635572	156605
222.531	1525635574	396938
31.34	1525635577	60053
259.413	1525635579	448738
280.087	1525635582	487813
5.00367	1525635586	10721
337.311	1525635587	573158
155.257	1525635592	281987
512.109	1525635595	851558
352.494	1525635601	602462
433.176	1525635605	719709
72.968	1525635611	138055
287.548	1525635612	503123
386.629	1525635616	658375
371.121	1525635622	637037
331.917	1525635626	570627
87.2733	1525635631	164132
376.198	1525635633	642197
152.022	1525635638	271778
229.996	1525635640	406001
423.341	1525635644	718947
