76.506	1525635281	295395
149.504	1525635284	519379
205.192	1525635288	731647
98.8977	1525635294	378854
221.73	1525635297	798569
87.0463	1525635303	328757
241.626	1525635306	871674
47.191	1525635312	188908
39.13	1525635314	156808
40.447	1525635316	161972
222.177	1525635318	792138
66.7663	1525635324	259358
214.992	1525635326	782633
179.95	1525635332	655488
148.406	1525635337	550219
38.1633	1525635341	152525
217.235	1525635343	773030
15.9097	1525635349	64707
201.252	1525635350	735214
134.024	1525635355	498489
107.481	1525635359	406903
186.83	1525635363	680609
208.895	1525635368	757852
102.476	1525635373	386980
72.328	1525635377	278012
157.962	1525635379	581974
107.975	1525635384	404012
48.0673	1525635387	192566
154.759	1525635389	567651
148.511	1525635394	546207
25.772	1525635398	104743
145.241	1525635399	542718
21.0577	1525635404	85571
97.5213	1525635405	366667
111.416	1525635408	420362
0.703667	1525635412	3847
98.855	1525635413	378117
85.0313	1525635416	326059
164.634	1525635419	609761
270.411	1525635424	966035
39.6503	1525635430	159448
140.401	1525635432	517102
24.9373	1525635436	101551
12.0153	1525635438	52058
61.351	1525635439	239424
73.078	1525635442	283859
281.491	1525635444	996388
105.74	1525635451	397533
190.248	1525635455	690856
203.916	1525635460	739345
46.411	1525635465	186366
173.819	1525635467	635467
167.305	1525635472	605803
17.2973	1525635477	70541
75.735	1525635478	291753
19.8147	1525635481	81618
34.2357	1525635482	139062
185.528	1525635484	674304
110.984	1525635489	419399
15.1727	1525635493	61671
281.192	1525635494	994494
41.245	1525635501	165004
192.696	1525635503	699572
24.6793	1525635508	100136
164.737	1525635510	609099
191.384	1525635514	697256
197.384	1525635520	722584
149.401	1525635525	552935
86.9607	1525635529	330403
81.642	1525635532	312524
59.1517	1525635535	233405
130.836	1525635537	487004
237.744	1525635541	857474
37.5597	1525635547	151037
236.149	1525635549	845165
33.028	1525635555	134706
44.303	1525635557	176085
256.961	1525635559	919097
85.38	1525635565	324092
126.068	1525635568	471325
38.842	1525635572	156605
104.905	1525635574	396938
15.1047	1525635577	60053
122.034	1525635579	448738
131.399	1525635582	487813
2.31067	1525635586	10721
156.83	1525635587	573158
72.78	1525635592	281987
241.01	1525635595	851558
166.095	1525635601	602462
201.7	1525635605	719709
33.8513	1525635611	138055
136.867	1525635612	503123
183.071	1525635616	658375
175.807	1525635622	637037
157.55	1525635626	570627
40.784	1525635631	164132
177.384	1525635633	642197
71.2863	1525635638	271778
110.419	1525635640	406001
198.43	1525635644	718947
270.158	1525635649	959517
233.883	1525635656	831083
138.284	1525635662	500975
159.157	1525635666	585794
252.737	1525635670	903464
186.327	1525635677	673915
243.038	1525635682	863254
124.816	1525635688	462779
85.9337	1525635692	323008
212.331	1525635695	766949
49.437	1525635700	193291
254.723	1525635702	899561
180.841	1525635709	651469
2.918	1525635714	13819
278.598	1525635715	977778
133.08	1525635722	485060
90.6377	1525635726	343045
108.871	1525635729	405220
49.764	1525635732	194871
97.1693	1525635734	370817
75.793	1525635738	287653
59.851	1525635740	233327
241.102	1525635743	856897
38.4713	1525635749	155647
214.41	1525635751	781003
191.884	1525635756	689113
95.942	1525635762	363487
59.9387	1525635765	234059
123.441	1525635767	453005
178.011	1525635771	645000
96.089	1525635776	367916
72.7043	1525635779	282278
115.655	1525635782	434579
173.66	1525635785	631289
63.711	1525635790	248102
25.4747	1525635792	102769
205.729	1525635794	745177
77.264	1525635800	295545
242.821	1525635802	859149
187.7	1525635808	678619
10.9757	1525635814	46348
87.708	1525635815	335573
0.196333	1525635818	813
107.379	1525635819	397630
35.9163	1525635822	145533
204.371	1525635824	733094
170.22	1525635830	626539
67.8597	1525635834	261447
77.8173	1525635837	299401
90.4053	1525635840	341715
25.54	1525635843	104842
256.454	1525635844	906243
275.063	1525635851	980281
92.9947	1525635858	355357
279.113	1525635861	990467
56.1573	1525635868	221617
153.819	1525635870	568585
210.534	1525635875	759287
282.112	1525635880	986702
198.958	1525635887	709234
139.258	1525635892	517310
186.52	1525635896	672933
159.016	1525635902	585586
2.07067	1525635906	10407
6.58233	1525635907	26883
53.7333	1525635908	211869
149.916	1525635911	550281
115.71	1525635915	433019
160.966	1525635918	584859
253.518	1525635923	899628
22.671	1525635929	91835
175.235	1525635931	640703
17.399	1525635936	73166
225.287	1525635937	804167
11.683	1525635943	48724
145.779	1525635944	536330
137.568	1525635949	508409
90.551	1525635953	340851
268.41	1525635956	946418
132.821	1525635962	493341
20.3823	1525635966	82857
106.3	1525635968	395535
114.65	1525635971	426340
114.69	1525635975	427853
30.162	1525635978	123823
196.033	1525635980	704502
274.604	1525635985	959329
19.2513	1525635992	79693
235.025	1525635994	826498
188.106	1525636000	678801
1.90367	1525636005	8941
6.52733	1525636006	29629
233.285	1525636007	831167
276.009	1525636013	969241
153.35	1525636020	559647
137.146	1525636024	507779
28.5427	1525636028	116064
114.78	1525636030	429460
173.52	1525636034	635345
224.935	1525636038	810537
165.942	1525636044	607359
28.8293	1525636049	107347
39.1073	1525636051	157700
258.8	1525636053	913307
277.853	1525636059	960614
4.74367	1525636066	21433
10.9787	1525636067	43075
172.625	1525636069	621367
277.821	1525636073	969823
98.695	1525636080	371284
235.831	1525636083	821570
93.2683	1525636089	351559
149.484	1525636093	546660
9.92267	1525636097	35090
178.436	1525636098	652312
114.496	1525636103	422793
176.223	1525636107	637708
171.422	1525636112	614074
70.1433	1525636116	273891
146.024	1525636119	540162
163.628	1525636123	595992
158.456	1525636128	581556
214.455	1525636132	776301
53.7723	1525636138	210220
12.1537	1525636141	50874
35.7343	1525636142	143951
78.185	1525636144	300878
272.679	1525636147	960325
184.06	1525636154	666736
191.431	1525636159	694526
224.877	1525636164	798161
113.703	1525636170	419713
103.891	1525636173	385667
280.1	1525636176	969689
92.9823	1525636183	358185
13.085	1525636187	55043
12.5727	1525636188	54328
79.9883	1525636189	304478
211.132	1525636192	749731
125.277	1525636198	461626
143.548	1525636201	522160
256.727	1525636206	908005
69.3353	1525636212	269980
255.828	1525636215	910980
168.147	1525636221	618656
49.64	1525636226	197120
264.1	1525636228	931841
9.82267	1525636235	37041
70.684	1525636236	275972
68.805	1525636239	264368
64.6513	1525636242	252339
25.783	1525636244	98414
34.2193	1525636246	134554
86.3433	1525636248	329112
265.711	1525636251	934837
33.009	1525636257	130065
110.375	1525636259	412707
175.522	1525636263	637400
100.562	1525636267	370255
118.662	1525636271	444454
108.59	1525636274	406063
180.205	1525636278	655219
115.367	1525636283	428675
47.682	1525636286	189730
210.621	1525636289	752594
239.392	1525636294	846029
195.751	1525636300	714172
213.219	1525636306	768142
286.939	1525636311	995511
134.155	1525636318	487839
126.537	1525636322	466786
124.584	1525636326	468393
107.527	1525636330	404621
183.211	1525636334	671066
171.973	1525636339	621018
280.575	1525636343	973079
216.076	1525636350	782565
82.4427	1525636356	315793
83.3203	1525636359	319841
115.593	1525636362	433414
111.424	1525636366	417835
224.972	1525636369	808507
40.4777	1525636375	161658
18.026	1525636377	73268
275.938	1525636378	965204
75.8973	1525636385	294483
171.973	1525636388	623541
68.3193	1525636393	265081
59.4637	1525636395	233607
278.091	1525636398	977609
34.6407	1525636405	139545
102.407	1525636406	385149
176.336	1525636410	637526
130.814	1525636415	485708
182.108	1525636418	658608
50.8393	1525636423	201302
248.368	1525636426	874256
65.1147	1525636432	254755
218.483	1525636434	773766
269.71	1525636440	968940
106.735	1525636447	397280
26.7473	1525636450	104899
10.5947	1525636452	44028
269.613	1525636453	955413
212.967	1525636460	752633
179.638	1525636466	628541
278.435	1525636471	969259
99.0427	1525636477	375425
138.747	1525636481	499196
116.316	1525636485	430403
253.619	1525636488	897256
58.5417	1525636495	229933
97.5297	1525636497	371746
49.0067	1525636500	195012
148.494	1525636503	540937
99.074	1525636507	370916
129.7	1525636510	486583
103.195	1525636514	387370
18.3833	1525636517	72733
97.5717	1525636519	371653
253.505	1525636522	890060
29.7947	1525636529	119176
241.491	1525636530	857614
115.288	1525636537	429852
137.251	1525636540	511441
143.24	1525636544	527280
35.4513	1525636548	141531
103.723	1525636550	393593
262.282	1525636554	927468
174.611	1525636560	629773
101.808	1525636565	382316
140.977	1525636569	521934
